invoice_number,invoice_date,customer_id,customer_name,product_name,quantity,unit_price,net_amount
SI-10908,30-JUL-2025,C1009,Restaurant_009,Coca Cola Cans 24x330ml,12,9.29,111.48
SI-10908,30-JUL-2025,C1009,Restaurant_009,Pepsi Cans 24x330ml,6,8.99,53.94
SI-10908,30-JUL-2025,C1009,Restaurant_009,Shredded Mozzarella 1.8kg,6,44.99,269.94
SI-10908,30-JUL-2025,C1009,Restaurant_009,Super Crunch Chips 4x2.25kg,5,11.99,59.95
SI-10908,30-JUL-2025,C1009,Restaurant_009,Garlic Mayonnaise 1Ltr,5,2.29,11.45
SI-10908,30-JUL-2025,C1009,Restaurant_009,"12"" Pizza Boxes 90pcs",1,12.99,12.99
SI-10908,30-JUL-2025,C1009,Restaurant_009,Pepperoni Slice 1kg,12,9.99,119.88
SI-10909,29-AUG-2025,C1009,Restaurant_009,Coca Cola Cans 24x330ml,12,9.29,111.48
SI-10909,29-AUG-2025,C1009,Restaurant_009,Pepsi Cans 24x330ml,6,8.99,53.94
SI-10909,29-AUG-2025,C1009,Restaurant_009,Shredded Mozzarella 1.8kg,6,44.99,269.94
SI-10909,29-AUG-2025,C1009,Restaurant_009,Super Crunch Chips 4x2.25kg,8,11.99,95.92
SI-10909,29-AUG-2025,C1009,Restaurant_009,Garlic Mayonnaise 1Ltr,2,2.29,4.58
SI-10909,29-AUG-2025,C1009,Restaurant_009,"12"" Pizza Boxes 90pcs",3,12.99,38.97
SI-10909,29-AUG-2025,C1009,Restaurant_009,Pepperoni Slice 1kg,12,9.99,119.88
SI-10910,28-SEP-2025,C1009,Restaurant_009,Coca Cola Cans 24x330ml,10,9.29,92.9
SI-10910,28-SEP-2025,C1009,Restaurant_009,Pepsi Cans 24x330ml,5,8.99,44.95
SI-10910,28-SEP-2025,C1009,Restaurant_009,Shredded Mozzarella 1.8kg,6,44.99,269.94
SI-10910,28-SEP-2025,C1009,Restaurant_009,Super Crunch Chips 4x2.25kg,9,11.99,107.91
SI-10910,28-SEP-2025,C1009,Restaurant_009,Garlic Mayonnaise 1Ltr,4,2.29,9.16
SI-10910,28-SEP-2025,C1009,Restaurant_009,"12"" Pizza Boxes 90pcs",4,12.99,51.96
SI-10910,28-SEP-2025,C1009,Restaurant_009,Pepperoni Slice 1kg,10,9.99,99.9
SI-10911,28-OCT-2025,C1009,Restaurant_009,Coca Cola Cans 24x330ml,11,9.29,102.19
SI-10911,28-OCT-2025,C1009,Restaurant_009,Pepsi Cans 24x330ml,7,8.99,62.93
SI-10911,28-OCT-2025,C1009,Restaurant_009,Shredded Mozzarella 1.8kg,8,44.99,359.92
SI-10911,28-OCT-2025,C1009,Restaurant_009,Super Crunch Chips 4x2.25kg,6,11.99,71.94
SI-10911,28-OCT-2025,C1009,Restaurant_009,Garlic Mayonnaise 1Ltr,3,2.29,6.87
SI-10911,28-OCT-2025,C1009,Restaurant_009,"12"" Pizza Boxes 90pcs",4,12.99,51.96
SI-10911,28-OCT-2025,C1009,Restaurant_009,Pepperoni Slice 1kg,11,9.99,109.89
SI-10912,27-NOV-2025,C1009,Restaurant_009,Coca Cola Cans 24x330ml,9,9.29,83.61
SI-10912,27-NOV-2025,C1009,Restaurant_009,Pepsi Cans 24x330ml,9,8.99,80.91
SI-10912,27-NOV-2025,C1009,Restaurant_009,Shredded Mozzarella 1.8kg,8,44.99,359.92
SI-10912,27-NOV-2025,C1009,Restaurant_009,Super Crunch Chips 4x2.25kg,7,11.99,83.93
SI-10912,27-NOV-2025,C1009,Restaurant_009,Garlic Mayonnaise 1Ltr,5,2.29,11.45
SI-10912,27-NOV-2025,C1009,Restaurant_009,"12"" Pizza Boxes 90pcs",5,12.99,64.95
SI-10912,27-NOV-2025,C1009,Restaurant_009,Pepperoni Slice 1kg,8,9.99,79.92
SI-11001,01-JAN-2025,C1010,Restaurant_010,Coca Cola Cans 24x330ml,5,9.29,46.45
SI-11001,01-JAN-2025,C1010,Restaurant_010,Pepsi Cans 24x330ml,6,8.99,53.94
SI-11001,01-JAN-2025,C1010,Restaurant_010,Shredded Mozzarella 1.8kg,7,44.99,314.93
SI-11001,01-JAN-2025,C1010,Restaurant_010,Super Crunch Chips 4x2.25kg,10,11.99,119.9
SI-11001,01-JAN-2025,C1010,Restaurant_010,Garlic Mayonnaise 1Ltr,6,2.29,13.74
SI-11001,01-JAN-2025,C1010,Restaurant_010,"12"" Pizza Boxes 90pcs",5,12.99,64.95
SI-11001,01-JAN-2025,C1010,Restaurant_010,Pepperoni Slice 1kg,7,9.99,69.93
SI-11002,31-JAN-2025,C1010,Restaurant_010,Coca Cola Cans 24x330ml,5,9.29,46.45
SI-11002,31-JAN-2025,C1010,Restaurant_010,Pepsi Cans 24x330ml,6,8.99,53.94
SI-11002,31-JAN-2025,C1010,Restaurant_010,Shredded Mozzarella 1.8kg,7,44.99,314.93
SI-11002,31-JAN-2025,C1010,Restaurant_010,Super Crunch Chips 4x2.25kg,11,11.99,131.89
SI-11002,31-JAN-2025,C1010,Restaurant_010,Garlic Mayonnaise 1Ltr,6,2.29,13.74
SI-11002,31-JAN-2025,C1010,Restaurant_010,"12"" Pizza Boxes 90pcs",5,12.99,64.95
SI-11002,31-JAN-2025,C1010,Restaurant_010,Pepperoni Slice 1kg,7,9.99,69.93
SI-11003,02-MAR-2025,C1010,Restaurant_010,Coca Cola Cans 24x330ml,5,9.29,46.45
SI-11003,02-MAR-2025,C1010,Restaurant_010,Pepsi Cans 24x330ml,6,8.99,53.94
SI-11003,02-MAR-2025,C1010,Restaurant_010,Shredded Mozzarella 1.8kg,8,44.99,359.92
SI-11003,02-MAR-2025,C1010,Restaurant_010,Super Crunch Chips 4x2.25kg,11,11.99,131.89
SI-11003,02-MAR-2025,C1010,Restaurant_010,Garlic Mayonnaise 1Ltr,6,2.29,13.74
SI-11003,02-MAR-2025,C1010,Restaurant_010,"12"" Pizza Boxes 90pcs",5,12.99,64.95
SI-11003,02-MAR-2025,C1010,Restaurant_010,Pepperoni Slice 1kg,8,9.99,79.92
SI-11004,01-APR-2025,C1010,Restaurant_010,Coca Cola Cans 24x330ml,6,9.29,55.74
SI-11004,01-APR-2025,C1010,Restaurant_010,Pepsi Cans 24x330ml,7,8.99,62.93
SI-11004,01-APR-2025,C1010,Restaurant_010,Shredded Mozzarella 1.8kg,8,44.99,359.92
SI-11004,01-APR-2025,C1010,Restaurant_010,Super Crunch Chips 4x2.25kg,12,11.99,143.88
SI-11004,01-APR-2025,C1010,Restaurant_010,Garlic Mayonnaise 1Ltr,7,2.29,16.03
SI-11004,01-APR-2025,C1010,Restaurant_010,"12"" Pizza Boxes 90pcs",6,12.99,77.94
SI-11004,01-APR-2025,C1010,Restaurant_010,Pepperoni Slice 1kg,8,9.99,79.92
SI-11005,01-MAY-2025,C1010,Restaurant_010,Coca Cola Cans 24x330ml,6,9.29,55.74
SI-11005,01-MAY-2025,C1010,Restaurant_010,Pepsi Cans 24x330ml,7,8.99,62.93
SI-11005,01-MAY-2025,C1010,Restaurant_010,Shredded Mozzarella 1.8kg,8,44.99,359.92
SI-11005,01-MAY-2025,C1010,Restaurant_010,Super Crunch Chips 4x2.25kg,12,11.99,143.88
SI-11005,01-MAY-2025,C1010,Restaurant_010,Garlic Mayonnaise 1Ltr,7,2.29,16.03
SI-11005,01-MAY-2025,C1010,Restaurant_010,"12"" Pizza Boxes 90pcs",6,12.99,77.94
SI-11005,01-MAY-2025,C1010,Restaurant_010,Pepperoni Slice 1kg,8,9.99,79.92
SI-11006,31-MAY-2025,C1010,Restaurant_010,Coca Cola Cans 24x330ml,6,9.29,55.74
SI-11006,31-MAY-2025,C1010,Restaurant_010,Pepsi Cans 24x330ml,7,8.99,62.93
SI-11006,31-MAY-2025,C1010,Restaurant_010,Shredded Mozzarella 1.8kg,9,44.99,404.91
SI-11006,31-MAY-2025,C1010,Restaurant_010,Super Crunch Chips 4x2.25kg,13,11.99,155.87
SI-11006,31-MAY-2025,C1010,Restaurant_010,Garlic Mayonnaise 1Ltr,7,2.29,16.03
SI-11006,31-MAY-2025,C1010,Restaurant_010,"12"" Pizza Boxes 90pcs",6,12.99,77.94
SI-11006,31-MAY-2025,C1010,Restaurant_010,Pepperoni Slice 1kg,9,9.99,89.91
SI-11007,30-JUN-2025,C1010,Restaurant_010,Coca Cola Cans 24x330ml,6,9.29,55.74
SI-11007,30-JUN-2025,C1010,Restaurant_010,Pepsi Cans 24x330ml,8,8.99,71.92
SI-11007,30-JUN-2025,C1010,Restaurant_010,Shredded Mozzarella 1.8kg,9,44.99,404.91
SI-11007,30-JUN-2025,C1010,Restaurant_010,Super Crunch Chips 4x2.25kg,13,11.99,155.87
SI-11007,30-JUN-2025,C1010,Restaurant_010,Garlic Mayonnaise 1Ltr,8,2.29,18.32
SI-11007,30-JUN-2025,C1010,Restaurant_010,"12"" Pizza Boxes 90pcs",6,12.99,77.94
SI-11007,30-JUN-2025,C1010,Restaurant_010,Pepperoni Slice 1kg,9,9.99,89.91
SI-11008,30-JUL-2025,C1010,Restaurant_010,Coca Cola Cans 24x330ml,7,9.29,65.03
SI-11008,30-JUL-2025,C1010,Restaurant_010,Pepsi Cans 24x330ml,8,8.99,71.92
SI-11008,30-JUL-2025,C1010,Restaurant_010,Shredded Mozzarella 1.8kg,9,44.99,404.91
SI-11008,30-JUL-2025,C1010,Restaurant_010,Super Crunch Chips 4x2.25kg,14,11.99,167.86
SI-11008,30-JUL-2025,C1010,Restaurant_010,Garlic Mayonnaise 1Ltr,8,2.29,18.32
SI-11008,30-JUL-2025,C1010,Restaurant_010,"12"" Pizza Boxes 90pcs",7,12.99,90.93
SI-11008,30-JUL-2025,C1010,Restaurant_010,Pepperoni Slice 1kg,9,9.99,89.91
SI-11009,29-AUG-2025,C1010,Restaurant_010,Coca Cola Cans 24x330ml,7,9.29,65.03
SI-11009,29-AUG-2025,C1010,Restaurant_010,Pepsi Cans 24x330ml,8,8.99,71.92
SI-11009,29-AUG-2025,C1010,Restaurant_010,Shredded Mozzarella 1.8kg,10,44.99,449.9
SI-11009,29-AUG-2025,C1010,Restaurant_010,Super Crunch Chips 4x2.25kg,14,11.99,167.86
SI-11009,29-AUG-2025,C1010,Restaurant_010,Garlic Mayonnaise 1Ltr,8,2.29,18.32
SI-11009,29-AUG-2025,C1010,Restaurant_010,"12"" Pizza Boxes 90pcs",7,12.99,90.93
SI-11009,29-AUG-2025,C1010,Restaurant_010,Pepperoni Slice 1kg,10,9.99,99.9
SI-11010,28-SEP-2025,C1010,Restaurant_010,Coca Cola Cans 24x330ml,7,9.29,65.03
SI-11010,28-SEP-2025,C1010,Restaurant_010,Pepsi Cans 24x330ml,9,8.99,80.91
SI-11010,28-SEP-2025,C1010,Restaurant_010,Shredded Mozzarella 1.8kg,10,44.99,449.9
SI-11010,28-SEP-2025,C1010,Restaurant_010,Super Crunch Chips 4x2.25kg,15,11.99,179.85
SI-11010,28-SEP-2025,C1010,Restaurant_010,Garlic Mayonnaise 1Ltr,9,2.29,20.61
SI-11010,28-SEP-2025,C1010,Restaurant_010,"12"" Pizza Boxes 90pcs",7,12.99,90.93
SI-11010,28-SEP-2025,C1010,Restaurant_010,Pepperoni Slice 1kg,10,9.99,99.9
SI-11011,28-OCT-2025,C1010,Restaurant_010,Coca Cola Cans 24x330ml,7,9.29,65.03
SI-11011,28-OCT-2025,C1010,Restaurant_010,Pepsi Cans 24x330ml,9,8.99,80.91
SI-11011,28-OCT-2025,C1010,Restaurant_010,Shredded Mozzarella 1.8kg,10,44.99,449.9
SI-11011,28-OCT-2025,C1010,Restaurant_010,Super Crunch Chips 4x2.25kg,15,11.99,179.85
SI-11011,28-OCT-2025,C1010,Restaurant_010,Garlic Mayonnaise 1Ltr,9,2.29,20.61
SI-11011,28-OCT-2025,C1010,Restaurant_010,"12"" Pizza Boxes 90pcs",7,12.99,90.93
SI-11011,28-OCT-2025,C1010,Restaurant_010,Pepperoni Slice 1kg,10,9.99,99.9
SI-11012,27-NOV-2025,C1010,Restaurant_010,Coca Cola Cans 24x330ml,8,9.29,74.32
SI-11012,27-NOV-2025,C1010,Restaurant_010,Pepsi Cans 24x330ml,9,8.99,80.91
SI-11012,27-NOV-2025,C1010,Restaurant_010,Shredded Mozzarella 1.8kg,11,44.99,494.89
SI-11012,27-NOV-2025,C1010,Restaurant_010,Super Crunch Chips 4x2.25kg,16,11.99,191.84
SI-11012,27-NOV-2025,C1010,Restaurant_010,Garlic Mayonnaise 1Ltr,9,2.29,20.61
SI-11012,27-NOV-2025,C1010,Restaurant_010,"12"" Pizza Boxes 90pcs",8,12.99,103.92
SI-11012,27-NOV-2025,C1010,Restaurant_010,Pepperoni Slice 1kg,11,9.99,109.89
SI-11101,01-JAN-2025,C1011,Restaurant_011,Coca Cola Cans 24x330ml,8,9.29,74.32
SI-11101,01-JAN-2025,C1011,Restaurant_011,Pepsi Cans 24x330ml,6,8.99,53.94
SI-11101,01-JAN-2025,C1011,Restaurant_011,Shredded Mozzarella 1.8kg,8,44.99,359.92
SI-11101,01-JAN-2025,C1011,Restaurant_011,Super Crunch Chips 4x2.25kg,7,11.99,83.93
SI-11101,01-JAN-2025,C1011,Restaurant_011,Garlic Mayonnaise 1Ltr,8,2.29,18.32
SI-11101,01-JAN-2025,C1011,Restaurant_011,"12"" Pizza Boxes 90pcs",2,12.99,25.98
SI-11101,01-JAN-2025,C1011,Restaurant_011,Pepperoni Slice 1kg,6,9.99,59.94
SI-11102,31-JAN-2025,C1011,Restaurant_011,Coca Cola Cans 24x330ml,8,9.29,74.32
SI-11102,31-JAN-2025,C1011,Restaurant_011,Pepsi Cans 24x330ml,6,8.99,53.94
SI-11102,31-JAN-2025,C1011,Restaurant_011,Shredded Mozzarella 1.8kg,8,44.99,359.92
SI-11102,31-JAN-2025,C1011,Restaurant_011,Super Crunch Chips 4x2.25kg,7,11.99,83.93
SI-11102,31-JAN-2025,C1011,Restaurant_011,Garlic Mayonnaise 1Ltr,8,2.29,18.32
SI-11102,31-JAN-2025,C1011,Restaurant_011,"12"" Pizza Boxes 90pcs",2,12.99,25.98
SI-11102,31-JAN-2025,C1011,Restaurant_011,Pepperoni Slice 1kg,6,9.99,59.94
SI-11103,02-MAR-2025,C1011,Restaurant_011,Coca Cola Cans 24x330ml,8,9.29,74.32
SI-11103,02-MAR-2025,C1011,Restaurant_011,Pepsi Cans 24x330ml,6,8.99,53.94
SI-11103,02-MAR-2025,C1011,Restaurant_011,Shredded Mozzarella 1.8kg,8,44.99,359.92
SI-11103,02-MAR-2025,C1011,Restaurant_011,Super Crunch Chips 4x2.25kg,7,11.99,83.93
SI-11103,02-MAR-2025,C1011,Restaurant_011,Garlic Mayonnaise 1Ltr,8,2.29,18.32
SI-11103,02-MAR-2025,C1011,Restaurant_011,"12"" Pizza Boxes 90pcs",2,12.99,25.98
SI-11103,02-MAR-2025,C1011,Restaurant_011,Pepperoni Slice 1kg,6,9.99,59.94
SI-11104,01-APR-2025,C1011,Restaurant_011,Coca Cola Cans 24x330ml,8,9.29,74.32
SI-11104,01-APR-2025,C1011,Restaurant_011,Pepsi Cans 24x330ml,6,8.99,53.94
SI-11104,01-APR-2025,C1011,Restaurant_011,Shredded Mozzarella 1.8kg,8,44.99,359.92
SI-11104,01-APR-2025,C1011,Restaurant_011,Super Crunch Chips 4x2.25kg,7,11.99,83.93
SI-11104,01-APR-2025,C1011,Restaurant_011,Garlic Mayonnaise 1Ltr,8,2.29,18.32
SI-11104,01-APR-2025,C1011,Restaurant_011,"12"" Pizza Boxes 90pcs",2,12.99,25.98
SI-11104,01-APR-2025,C1011,Restaurant_011,Pepperoni Slice 1kg,6,9.99,59.94
SI-11105,01-MAY-2025,C1011,Restaurant_011,Shredded Mozzarella 1.8kg,8,44.99,359.92
SI-11105,01-MAY-2025,C1011,Restaurant_011,Super Crunch Chips 4x2.25kg,7,11.99,83.93
SI-11105,01-MAY-2025,C1011,Restaurant_011,Garlic Mayonnaise 1Ltr,8,2.29,18.32
SI-11105,01-MAY-2025,C1011,Restaurant_011,"12"" Pizza Boxes 90pcs",2,12.99,25.98
SI-11105,01-MAY-2025,C1011,Restaurant_011,Pepperoni Slice 1kg,6,9.99,59.94
SI-11106,31-MAY-2025,C1011,Restaurant_011,Shredded Mozzarella 1.8kg,8,44.99,359.92
SI-11106,31-MAY-2025,C1011,Restaurant_011,Super Crunch Chips 4x2.25kg,7,11.99,83.93
SI-11106,31-MAY-2025,C1011,Restaurant_011,Garlic Mayonnaise 1Ltr,8,2.29,18.32
SI-11106,31-MAY-2025,C1011,Restaurant_011,"12"" Pizza Boxes 90pcs",2,12.99,25.98
SI-11106,31-MAY-2025,C1011,Restaurant_011,Pepperoni Slice 1kg,6,9.99,59.94
SI-11107,30-JUN-2025,C1011,Restaurant_011,Shredded Mozzarella 1.8kg,8,44.99,359.92
SI-11107,30-JUN-2025,C1011,Restaurant_011,Super Crunch Chips 4x2.25kg,7,11.99,83.93
SI-11107,30-JUN-2025,C1011,Restaurant_011,Garlic Mayonnaise 1Ltr,8,2.29,18.32
SI-11107,30-JUN-2025,C1011,Restaurant_011,"12"" Pizza Boxes 90pcs",2,12.99,25.98
SI-11107,30-JUN-2025,C1011,Restaurant_011,Pepperoni Slice 1kg,6,9.99,59.94
SI-11108,30-JUL-2025,C1011,Restaurant_011,Shredded Mozzarella 1.8kg,8,44.99,359.92
SI-11108,30-JUL-2025,C1011,Restaurant_011,Super Crunch Chips 4x2.25kg,7,11.99,83.93
SI-11108,30-JUL-2025,C1011,Restaurant_011,Garlic Mayonnaise 1Ltr,8,2.29,18.32
SI-11108,30-JUL-2025,C1011,Restaurant_011,"12"" Pizza Boxes 90pcs",2,12.99,25.98
SI-11108,30-JUL-2025,C1011,Restaurant_011,Pepperoni Slice 1kg,6,9.99,59.94
SI-11109,29-AUG-2025,C1011,Restaurant_011,Shredded Mozzarella 1.8kg,8,44.99,359.92
SI-11109,29-AUG-2025,C1011,Restaurant_011,Super Crunch Chips 4x2.25kg,7,11.99,83.93
SI-11109,29-AUG-2025,C1011,Restaurant_011,Garlic Mayonnaise 1Ltr,8,2.29,18.32
SI-11109,29-AUG-2025,C1011,Restaurant_011,"12"" Pizza Boxes 90pcs",2,12.99,25.98
SI-11109,29-AUG-2025,C1011,Restaurant_011,Pepperoni Slice 1kg,6,9.99,59.94
SI-11110,28-SEP-2025,C1011,Restaurant_011,Shredded Mozzarella 1.8kg,8,44.99,359.92
SI-11110,28-SEP-2025,C1011,Restaurant_011,Super Crunch Chips 4x2.25kg,7,11.99,83.93
SI-11110,28-SEP-2025,C1011,Restaurant_011,Garlic Mayonnaise 1Ltr,8,2.29,18.32
SI-11110,28-SEP-2025,C1011,Restaurant_011,"12"" Pizza Boxes 90pcs",2,12.99,25.98
SI-11110,28-SEP-2025,C1011,Restaurant_011,Pepperoni Slice 1kg,6,9.99,59.94
SI-11111,28-OCT-2025,C1011,Restaurant_011,Shredded Mozzarella 1.8kg,8,44.99,359.92
SI-11111,28-OCT-2025,C1011,Restaurant_011,Super Crunch Chips 4x2.25kg,7,11.99,83.93
SI-11111,28-OCT-2025,C1011,Restaurant_011,Garlic Mayonnaise 1Ltr,8,2.29,18.32
SI-11111,28-OCT-2025,C1011,Restaurant_011,"12"" Pizza Boxes 90pcs",2,12.99,25.98
SI-11111,28-OCT-2025,C1011,Restaurant_011,Pepperoni Slice 1kg,6,9.99,59.94
SI-11112,27-NOV-2025,C1011,Restaurant_011,Shredded Mozzarella 1.8kg,8,44.99,359.92
SI-11112,27-NOV-2025,C1011,Restaurant_011,Super Crunch Chips 4x2.25kg,7,11.99,83.93
SI-11112,27-NOV-2025,C1011,Restaurant_011,Garlic Mayonnaise 1Ltr,8,2.29,18.32
SI-11112,27-NOV-2025,C1011,Restaurant_011,"12"" Pizza Boxes 90pcs",2,12.99,25.98
SI-11112,27-NOV-2025,C1011,Restaurant_011,Pepperoni Slice 1kg,6,9.99,59.94
SI-11201,01-JAN-2025,C1012,Restaurant_012,Coca Cola Cans 24x330ml,8,9.29,74.32
SI-11201,01-JAN-2025,C1012,Restaurant_012,Pepsi Cans 24x330ml,6,8.99,53.94
SI-11201,01-JAN-2025,C1012,Restaurant_012,Shredded Mozzarella 1.8kg,4,44.99,179.96
SI-11201,01-JAN-2025,C1012,Restaurant_012,Super Crunch Chips 4x2.25kg,5,11.99,59.95
SI-11201,01-JAN-2025,C1012,Restaurant_012,Garlic Mayonnaise 1Ltr,3,2.29,6.87
SI-11201,01-JAN-2025,C1012,Restaurant_012,"12"" Pizza Boxes 90pcs",3,12.99,38.97
SI-11201,01-JAN-2025,C1012,Restaurant_012,Pepperoni Slice 1kg,4,9.99,39.96
SI-11202,31-JAN-2025,C1012,Restaurant_012,Coca Cola Cans 24x330ml,8,9.29,74.32
SI-11202,31-JAN-2025,C1012,Restaurant_012,Pepsi Cans 24x330ml,6,8.99,53.94
SI-11202,31-JAN-2025,C1012,Restaurant_012,Shredded Mozzarella 1.8kg,4,44.99,179.96
SI-11202,31-JAN-2025,C1012,Restaurant_012,Super Crunch Chips 4x2.25kg,5,11.99,59.95
SI-11202,31-JAN-2025,C1012,Restaurant_012,Garlic Mayonnaise 1Ltr,3,2.29,6.87
SI-11202,31-JAN-2025,C1012,Restaurant_012,"12"" Pizza Boxes 90pcs",3,12.99,38.97
SI-11202,31-JAN-2025,C1012,Restaurant_012,Pepperoni Slice 1kg,4,9.99,39.96
SI-11203,02-MAR-2025,C1012,Restaurant_012,Coca Cola Cans 24x330ml,7,9.29,65.03
SI-11203,02-MAR-2025,C1012,Restaurant_012,Pepsi Cans 24x330ml,6,8.99,53.94
SI-11203,02-MAR-2025,C1012,Restaurant_012,Shredded Mozzarella 1.8kg,4,44.99,179.96
SI-11203,02-MAR-2025,C1012,Restaurant_012,Super Crunch Chips 4x2.25kg,5,11.99,59.95
SI-11203,02-MAR-2025,C1012,Restaurant_012,Garlic Mayonnaise 1Ltr,3,2.29,6.87
SI-11203,02-MAR-2025,C1012,Restaurant_012,"12"" Pizza Boxes 90pcs",3,12.99,38.97
SI-11203,02-MAR-2025,C1012,Restaurant_012,Pepperoni Slice 1kg,4,9.99,39.96
SI-11204,01-APR-2025,C1012,Restaurant_012,Coca Cola Cans 24x330ml,7,9.29,65.03
SI-11204,01-APR-2025,C1012,Restaurant_012,Pepsi Cans 24x330ml,5,8.99,44.95
SI-11204,01-APR-2025,C1012,Restaurant_012,Shredded Mozzarella 1.8kg,4,44.99,179.96
SI-11204,01-APR-2025,C1012,Restaurant_012,Super Crunch Chips 4x2.25kg,5,11.99,59.95
SI-11204,01-APR-2025,C1012,Restaurant_012,Garlic Mayonnaise 1Ltr,3,2.29,6.87
SI-11204,01-APR-2025,C1012,Restaurant_012,"12"" Pizza Boxes 90pcs",3,12.99,38.97
SI-11204,01-APR-2025,C1012,Restaurant_012,Pepperoni Slice 1kg,4,9.99,39.96
SI-11205,01-MAY-2025,C1012,Restaurant_012,Coca Cola Cans 24x330ml,7,9.29,65.03
SI-11205,01-MAY-2025,C1012,Restaurant_012,Pepsi Cans 24x330ml,5,8.99,44.95
SI-11205,01-MAY-2025,C1012,Restaurant_012,Shredded Mozzarella 1.8kg,4,44.99,179.96
SI-11205,01-MAY-2025,C1012,Restaurant_012,Super Crunch Chips 4x2.25kg,4,11.99,47.96
SI-11205,01-MAY-2025,C1012,Restaurant_012,Garlic Mayonnaise 1Ltr,3,2.29,6.87
SI-11205,01-MAY-2025,C1012,Restaurant_012,"12"" Pizza Boxes 90pcs",3,12.99,38.97
SI-11205,01-MAY-2025,C1012,Restaurant_012,Pepperoni Slice 1kg,4,9.99,39.96
SI-11206,31-MAY-2025,C1012,Restaurant_012,Coca Cola Cans 24x330ml,6,9.29,55.74
SI-11206,31-MAY-2025,C1012,Restaurant_012,Pepsi Cans 24x330ml,5,8.99,44.95
SI-11206,31-MAY-2025,C1012,Restaurant_012,Shredded Mozzarella 1.8kg,3,44.99,134.97
SI-11206,31-MAY-2025,C1012,Restaurant_012,Super Crunch Chips 4x2.25kg,4,11.99,47.96
SI-11206,31-MAY-2025,C1012,Restaurant_012,Garlic Mayonnaise 1Ltr,3,2.29,6.87
SI-11206,31-MAY-2025,C1012,Restaurant_012,"12"" Pizza Boxes 90pcs",3,12.99,38.97
SI-11206,31-MAY-2025,C1012,Restaurant_012,Pepperoni Slice 1kg,3,9.99,29.97
SI-11207,30-JUN-2025,C1012,Restaurant_012,Coca Cola Cans 24x330ml,6,9.29,55.74
SI-11207,30-JUN-2025,C1012,Restaurant_012,Pepsi Cans 24x330ml,5,8.99,44.95
SI-11207,30-JUN-2025,C1012,Restaurant_012,Shredded Mozzarella 1.8kg,3,44.99,134.97
SI-11207,30-JUN-2025,C1012,Restaurant_012,Super Crunch Chips 4x2.25kg,4,11.99,47.96
SI-11207,30-JUN-2025,C1012,Restaurant_012,Garlic Mayonnaise 1Ltr,2,2.29,4.58
SI-11207,30-JUN-2025,C1012,Restaurant_012,"12"" Pizza Boxes 90pcs",2,12.99,25.98
SI-11207,30-JUN-2025,C1012,Restaurant_012,Pepperoni Slice 1kg,3,9.99,29.97
SI-11208,30-JUL-2025,C1012,Restaurant_012,Coca Cola Cans 24x330ml,6,9.29,55.74
SI-11208,30-JUL-2025,C1012,Restaurant_012,Pepsi Cans 24x330ml,4,8.99,35.96
SI-11208,30-JUL-2025,C1012,Restaurant_012,Shredded Mozzarella 1.8kg,3,44.99,134.97
SI-11208,30-JUL-2025,C1012,Restaurant_012,Super Crunch Chips 4x2.25kg,4,11.99,47.96
SI-11208,30-JUL-2025,C1012,Restaurant_012,Garlic Mayonnaise 1Ltr,2,2.29,4.58
SI-11208,30-JUL-2025,C1012,Restaurant_012,"12"" Pizza Boxes 90pcs",2,12.99,25.98
SI-11208,30-JUL-2025,C1012,Restaurant_012,Pepperoni Slice 1kg,3,9.99,29.97
SI-11209,29-AUG-2025,C1012,Restaurant_012,Coca Cola Cans 24x330ml,5,9.29,46.45
SI-11209,29-AUG-2025,C1012,Restaurant_012,Pepsi Cans 24x330ml,4,8.99,35.96
SI-11209,29-AUG-2025,C1012,Restaurant_012,Shredded Mozzarella 1.8kg,3,44.99,134.97
SI-11209,29-AUG-2025,C1012,Restaurant_012,Super Crunch Chips 4x2.25kg,3,11.99,35.97
SI-11209,29-AUG-2025,C1012,Restaurant_012,Garlic Mayonnaise 1Ltr,2,2.29,4.58
SI-11209,29-AUG-2025,C1012,Restaurant_012,"12"" Pizza Boxes 90pcs",2,12.99,25.98
SI-11209,29-AUG-2025,C1012,Restaurant_012,Pepperoni Slice 1kg,3,9.99,29.97
SI-11210,28-SEP-2025,C1012,Restaurant_012,Coca Cola Cans 24x330ml,5,9.29,46.45
SI-11210,28-SEP-2025,C1012,Restaurant_012,Pepsi Cans 24x330ml,4,8.99,35.96
SI-11210,28-SEP-2025,C1012,Restaurant_012,Shredded Mozzarella 1.8kg,3,44.99,134.97
SI-11210,28-SEP-2025,C1012,Restaurant_012,Super Crunch Chips 4x2.25kg,3,11.99,35.97
SI-11210,28-SEP-2025,C1012,Restaurant_012,Garlic Mayonnaise 1Ltr,2,2.29,4.58
SI-11210,28-SEP-2025,C1012,Restaurant_012,"12"" Pizza Boxes 90pcs",2,12.99,25.98
SI-11210,28-SEP-2025,C1012,Restaurant_012,Pepperoni Slice 1kg,3,9.99,29.97
SI-11211,28-OCT-2025,C1012,Restaurant_012,Coca Cola Cans 24x330ml,5,9.29,46.45
SI-11211,28-OCT-2025,C1012,Restaurant_012,Pepsi Cans 24x330ml,3,8.99,26.97
SI-11211,28-OCT-2025,C1012,Restaurant_012,Shredded Mozzarella 1.8kg,2,44.99,89.98
