invoice_number,invoice_date,customer_id,customer_name,product_code,product_name,quantity,unit_of_issue,unit_price,vat,total
INV-236484,2024-08-02,C34908,"TASTE PIZZA (WHITBURN)",F0324,"LW OR2 CRISPY BREADED ONION RINGS 6X1KG",1,CASE,19.99,0.00,19.99
INV-236484,2024-08-02,C34908,"TASTE PIZZA (WHITBURN)",F0325,"LEDUC BATTERED ONION RINGS 6X1KG",1,CASE,15.99,0.00,15.99
INV-236484,2024-08-02,C34908,"TASTE PIZZA (WHITBURN)",F3015,"DF  Poppin Chicken Popcorn  1KG",6,PACK,6.99,0.00,6.99
INV-237155,2024-08-07,C34908,"TASTE PIZZA (WHITBURN)",B01002,"Diet Coke Cans-(GB)-24x330ml",1,CASE,8.95,1.79,10.74
INV-237155,2024-08-07,C34908,"TASTE PIZZA (WHITBURN)",B01004,"Irn Bru Cans-24x330ml",1,CASE,9.49,1.90,11.39
INV-237155,2024-08-07,C34908,"TASTE PIZZA (WHITBURN)",B01010,"Sprite Cans -(GB)-24x330ml",1,CASE,8.95,1.79,10.74
INV-237155,2024-08-07,C34908,"TASTE PIZZA (WHITBURN)",B01027,"(GB) Pepsi Regular Cola Cans 24x330ml",1,CASE,8.99,1.80,10.79
INV-237155,2024-08-07,C34908,"TASTE PIZZA (WHITBURN)",B02002,"6x 1.75 Ltr Diet Coke Bottles",1,CASE,10.99,2.20,13.19
INV-237155,2024-08-07,C34908,"TASTE PIZZA (WHITBURN)",B02004,"6x 2ltr  IRN BRU BOTTLES",1,CASE,9.99,2.00,11.99
INV-237155,2024-08-07,C34908,"TASTE PIZZA (WHITBURN)",B03140,"GB Red Bull Original Energy Drink 24x250ML",1,CASE,19.99,4.00,23.99
INV-237155,2024-08-07,C34908,"TASTE PIZZA (WHITBURN)",G1034,"FRESH YEAST (BLOCK) 1KG",1,EACH,2.99,0.00,2.99
INV-237155,2024-08-07,C34908,"TASTE PIZZA (WHITBURN)",N3008,"10"" F/COLOUR  PIZZA BOXES 90PCS",1,CASE,10.99,2.20,13.19
INV-237155,2024-08-07,C34908,"TASTE PIZZA (WHITBURN)",N3010,"12"" F/COLOUR  PIZZA BOXES 90PCS",3,CASE,10.99,2.20,13.19
INV-237155,2024-08-07,C34908,"TASTE PIZZA (WHITBURN)",N6302,"BLUE CENTRE FEED ROLLS  6PCS",1,PACK,4.99,1.00,5.99
INV-237155,2024-08-07,C34908,"TASTE PIZZA (WHITBURN)",C0002,"FFS 70/30 Mozz Ched (Grated)  6x1.8kg",4,CASE,47.99,0.00,47.99
INV-237155,2024-08-07,C34908,"TASTE PIZZA (WHITBURN)",C2025,"FRESH MUSHROOM 1.2KG",1,TRAY,3.50,0.00,3.50
INV-237155,2024-08-07,C34908,"TASTE PIZZA (WHITBURN)",F0005,"Super Crunch Chips 12mm  7/16  4x2.25Kg",10,CASE,12.99,0.00,12.99
INV-237155,2024-08-07,C34908,"TASTE PIZZA (WHITBURN)",F3206,"PLAIN STEAMED CHICKEN BREAST STRIPS  2.5KG",4,PACK,14.99,0.00,14.99
INV-237520,2024-08-09,C34908,"TASTE PIZZA (WHITBURN)",B01001,"EU COCA COLA CANS   24xX330ml",1,CASE,8.99,1.80,10.79
INV-237520,2024-08-09,C34908,"TASTE PIZZA (WHITBURN)",B02006,"6x 2LTR DIET IRN BRU BOTTLES",1,CASE,9.99,2.00,11.99
INV-237520,2024-08-09,C34908,"TASTE PIZZA (WHITBURN)",G3310,"(SMALL) SWEETCORN KERNALS 12X340G",1,CASE,8.99,0.00,8.99
INV-237520,2024-08-09,C34908,"TASTE PIZZA (WHITBURN)",N3017,"18""  F/COLOUR  PIZZA BOXES 45PCS",3,CASE,19.99,4.00,23.99
INV-237520,2024-08-09,C34908,"TASTE PIZZA (WHITBURN)",C0002,"FFS 70/30 Mozz Ched (Grated)  6x1.8kg",4,CASE,47.99,0.00,47.99
INV-237520,2024-08-09,C34908,"TASTE PIZZA (WHITBURN)",C0042,"(PACK) GRATED RED CHEDDAR 2KG",1,PACK,11.99,0.00,11.99
INV-237520,2024-08-09,C34908,"TASTE PIZZA (WHITBURN)",F0005,"Super Crunch Chips 12mm  7/16  4x2.25Kg",3,CASE,14.99,0.00,14.99
INV-237520,2024-08-09,C34908,"TASTE PIZZA (WHITBURN)",F2223,"SLICED DONER KEBAB MEAT  2.27Kg",1,TUB,10.99,0.00,10.99
INV-237520,2024-08-09,C34908,"TASTE PIZZA (WHITBURN)",F3015,"DF  Poppin Chicken Popcorn  1KG",2,PACK,6.99,0.00,6.99
INV-237520,2024-08-09,C34908,"TASTE PIZZA (WHITBURN)",F3206,"PLAIN STEAMED CHICKEN BREAST STRIPS  2.5KG",3,PACK,14.99,0.00,14.99
INV-237520,2024-08-09,C34908,"TASTE PIZZA (WHITBURN)",F3210,"SUPERTOPS PEPPERONI SLICE 1KG",12,PACK,9.39,0.00,9.39
INV-237520,2024-08-09,C34908,"TASTE PIZZA (WHITBURN)",F3256,"GARLIC  PARSLEY SPREAD 1.5KG",1,EACH,9.99,0.00,9.99
INV-238194,2024-08-14,C34908,"TASTE PIZZA (WHITBURN)",B01001,"EU COCA COLA CANS   24xX330ml",1,CASE,8.99,1.80,10.79
INV-238194,2024-08-14,C34908,"TASTE PIZZA (WHITBURN)",B01006,"Diet Irn Bru Cans-24x330ml",1,CASE,9.49,1.90,11.39
INV-238194,2024-08-14,C34908,"TASTE PIZZA (WHITBURN)",B02001,"6x 1.5 ltr Coca Cola Bottles",4,CASE,6.99,1.40,8.39
INV-238194,2024-08-14,C34908,"TASTE PIZZA (WHITBURN)",N1209,"SATCO T1100 ROUND MICRO CLEAR BOWL +LIDS 1",1,CASE,19.99,4.00,23.99
INV-238194,2024-08-14,C34908,"TASTE PIZZA (WHITBURN)",N3010,"12"" F/COLOUR  PIZZA BOXES 90PCS",3,CASE,10.99,2.20,13.19
INV-238194,2024-08-14,C34908,"TASTE PIZZA (WHITBURN)",N6302,"BLUE CENTRE FEED ROLLS  6PCS",1,PACK,4.99,1.00,5.99
INV-238194,2024-08-14,C34908,"TASTE PIZZA (WHITBURN)",C0002,"FFS 70/30 Mozz Ched (Grated)  6x1.8kg",3,CASE,47.99,0.00,47.99
INV-238194,2024-08-14,C34908,"TASTE PIZZA (WHITBURN)",F0005,"Super Crunch Chips 12mm  7/16  4x2.25Kg",10,CASE,12.99,0.00,12.99
INV-238194,2024-08-14,C34908,"TASTE PIZZA (WHITBURN)",F2223,"SLICED DONER KEBAB MEAT  2.27Kg",1,TUB,10.99,0.00,10.99
INV-238194,2024-08-14,C34908,"TASTE PIZZA (WHITBURN)",F3205,"Pack 12mm  Delightful Diced Chicken 2.5KG",4,PACK,12.99,0.00,12.99
INV-238600,2024-08-16,C34908,"TASTE PIZZA (WHITBURN)",G1034,"FRESH YEAST (BLOCK) 1KG",1,EACH,2.99,0.00,2.99
INV-238600,2024-08-16,C34908,"TASTE PIZZA (WHITBURN)",C0002,"FFS 70/30 Mozz Ched (Grated)  6x1.8kg",1,CASE,49.99,0.00,49.99
INV-238600,2024-08-16,C34908,"TASTE PIZZA (WHITBURN)",C2025,"FRESH MUSHROOM 1.2KG",1,TRAY,3.50,0.00,3.50
INV-238600,2024-08-16,C34908,"TASTE PIZZA (WHITBURN)",F0005,"Super Crunch Chips 12mm  7/16  4x2.25Kg",2,CASE,14.99,0.00,14.99
INV-238600,2024-08-16,C34908,"TASTE PIZZA (WHITBURN)",F0301,"LEDUC BREADED MOZZARELLA STICKS 6X1KG",1,CASE,39.99,0.00,39.99
INV-238600,2024-08-16,C34908,"TASTE PIZZA (WHITBURN)",F2223,"SLICED DONER KEBAB MEAT  2.27Kg",1,TUB,10.99,0.00,10.99
INV-238600,2024-08-16,C34908,"TASTE PIZZA (WHITBURN)",F3015,"DF  Poppin Chicken Popcorn  1KG",3,PACK,7.99,0.00,7.99
INV-238600,2024-08-16,C34908,"TASTE PIZZA (WHITBURN)",F3205,"Pack 12mm  Delightful Diced Chicken 2.5KG",2,PACK,13.99,0.00,13.99
INV-238600,2024-08-16,C34908,"TASTE PIZZA (WHITBURN)",F3210,"SUPERTOPS PEPPERONI SLICE 1KG",4,PACK,9.99,0.00,9.99
INV-238600,2024-08-16,C34908,"TASTE PIZZA (WHITBURN)",F3256,"GARLIC  PARSLEY SPREAD 1.5KG",1,EACH,9.99,0.00,9.99
INV-239306,2024-08-21,C34908,"TASTE PIZZA (WHITBURN)",B01001,"EU COCA COLA CANS   24xX330ml",1,CASE,8.99,1.80,10.79
INV-239306,2024-08-21,C34908,"TASTE PIZZA (WHITBURN)",B01008,"Fanta Orange Cans (GB) 24x330ml",1,CASE,8.95,1.79,10.74
INV-239306,2024-08-21,C34908,"TASTE PIZZA (WHITBURN)",B02002,"6x 1.75 Ltr Diet Coke Bottles",1,CASE,10.99,2.20,13.19
INV-239306,2024-08-21,C34908,"TASTE PIZZA (WHITBURN)",B02004,"6x 2ltr  IRN BRU BOTTLES",1,CASE,9.99,2.00,11.99
INV-239306,2024-08-21,C34908,"TASTE PIZZA (WHITBURN)",B02006,"6x 2LTR DIET IRN BRU BOTTLES",1,CASE,9.99,2.00,11.99
INV-239306,2024-08-21,C34908,"TASTE PIZZA (WHITBURN)",B03248,"FRUIT SHOOT BLACKCURRENT 24X200ML",1,CASE,5.99,1.20,7.19
INV-239306,2024-08-21,C34908,"TASTE PIZZA (WHITBURN)",G1034,"FRESH YEAST (BLOCK) 1KG",1,EACH,2.99,0.00,2.99
INV-239306,2024-08-21,C34908,"TASTE PIZZA (WHITBURN)",G2208,"SQ EASY  BBQ SAUCE 1LTR",10,BOTTLE,2.29,0.00,2.29
INV-239306,2024-08-21,C34908,"TASTE PIZZA (WHITBURN)",G2213,"SQ EASY HOT STUFF SAUCE  LTR",10,BOTTLE,1.99,0.00,1.99
INV-239306,2024-08-21,C34908,"TASTE PIZZA (WHITBURN)",N1010,"S3* WHITE 10*15*18* S3 MEDIUM CARRIR BAGS",1,CASE,13.99,2.80,16.79
INV-239306,2024-08-21,C34908,"TASTE PIZZA (WHITBURN)",N3008,"10"" F/COLOUR  PIZZA BOXES 90PCS",3,CASE,9.99,2.00,11.99
INV-239306,2024-08-21,C34908,"TASTE PIZZA (WHITBURN)",N6302,"BLUE CENTRE FEED ROLLS  6PCS",2,PACK,4.99,1.00,5.99
INV-239306,2024-08-21,C34908,"TASTE PIZZA (WHITBURN)",C0002,"FFS 70/30 Mozz Ched (Grated)  6x1.8kg",2,CASE,47.99,0.00,47.99
INV-239306,2024-08-21,C34908,"TASTE PIZZA (WHITBURN)",C0042,"(PACK) GRATED RED CHEDDAR 2KG",1,PACK,11.99,0.00,11.99
INV-239306,2024-08-21,C34908,"TASTE PIZZA (WHITBURN)",F0005,"Super Crunch Chips 12mm  7/16  4x2.25Kg",10,CASE,12.99,0.00,12.99
INV-239306,2024-08-21,C34908,"TASTE PIZZA (WHITBURN)",F0315,"MCCAIN CHILLI PEPPER  CHEESE NUGGETS 6X1KG",1,CASE,44.99,0.00,44.99
INV-239306,2024-08-21,C34908,"TASTE PIZZA (WHITBURN)",F2223,"SLICED DONER KEBAB MEAT  2.27Kg",1,TUB,10.99,0.00,10.99
INV-239306,2024-08-21,C34908,"TASTE PIZZA (WHITBURN)",F3015,"DF  Poppin Chicken Popcorn  1KG",3,PACK,6.99,0.00,6.99
INV-241501,2024-09-04,C34908,"TASTE PIZZA (WHITBURN)",B03003,"White Rock Still Water 24X500ML",1,CASE,3.99,80.00,4.79
INV-241501,2024-09-04,C34908,"TASTE PIZZA (WHITBURN)",G1034,"FRESH YEAST (BLOCK) 1KG",1,EACH,2.99,0.00,2.99
INV-241501,2024-09-04,C34908,"TASTE PIZZA (WHITBURN)",G3310,"(SMALL) SWEETCORN KERNALS 12X340G",1,CASE,8.99,0.00,8.99
INV-241501,2024-09-04,C34908,"TASTE PIZZA (WHITBURN)",N6302,"BLUE CENTRE FEED ROLLS  6PCS",2,PACK,4.99,1.00,5.99
INV-241501,2024-09-04,C34908,"TASTE PIZZA (WHITBURN)",C0002,"FFS 70/30 Mozz Ched (Grated)  6x1.8kg",8,CASE,47.99,0.00,47.99
INV-241501,2024-09-04,C34908,"TASTE PIZZA (WHITBURN)",C0042,"(PACK) GRATED RED CHEDDAR 2KG",1,PACK,11.99,0.00,11.99
INV-241501,2024-09-04,C34908,"TASTE PIZZA (WHITBURN)",F0005,"Super Crunch Chips 12mm  7/16  4x2.25Kg",10,CASE,12.99,0.00,12.99
INV-241501,2024-09-04,C34908,"TASTE PIZZA (WHITBURN)",F3210,"SUPERTOPS PEPPERONI SLICE 1KG",12,PACK,9.39,0.00,9.39
INV-241501,2024-09-04,C34908,"TASTE PIZZA (WHITBURN)",F3232,"ST DICED CHORIZO SAUSAGE 1KG",3,PACK,9.99,0.00,9.99
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",B01001,"EU COCA COLA CANS   24xX330ml",5,CASE,7.99,1.60,9.59
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",B01002,"Diet Coke Cans-(GB)-24x330ml",1,CASE,8.95,1.79,10.74
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",B01004,"Irn Bru Cans-24x330ml",2,CASE,9.49,1.90,11.39
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",B02002,"6x 1.75 Ltr Diet Coke Bottles",1,CASE,10.99,2.20,13.19
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",B02004,"6x 2ltr  IRN BRU BOTTLES",1,CASE,9.99,2.00,11.99
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",B02006,"6x 2LTR DIET IRN BRU BOTTLES",1,CASE,9.99,2.00,11.99
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",B03140,"GB Red Bull Original Energy Drink 24x250ML",1,CASE,19.99,4.00,23.99
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",G1034,"FRESH YEAST (BLOCK) 1KG",1,EACH,2.99,0.00,2.99
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",G2208,"SQ EASY  BBQ SAUCE 1LTR",10,BOTTLE,2.29,0.00,2.29
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",G3310,"(SMALL) SWEETCORN KERNALS 12X340G",1,CASE,8.99,0.00,8.99
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",G3314,"12x850g Pizza Cut Pineaple Peices",1,CASE,18.99,0.00,18.99
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",G5110,"NUTELLA (CATERING JAR)  3KG",1,TUB,19.99,0.00,19.99
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",N1209,"SATCO T1100 ROUND MICRO CLEAR BOWL +LIDS 1",1,CASE,19.99,4.00,23.99
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",N1244,"SATCO M4 40Z CUPS+LIDS 800PCS",1,CASE,19.99,4.00,23.99
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",N3008,"10"" F/COLOUR  PIZZA BOXES 90PCS",3,CASE,9.99,2.00,11.99
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",N3010,"12"" F/COLOUR  PIZZA BOXES 90PCS",3,CASE,10.99,2.20,13.19
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",N6302,"BLUE CENTRE FEED ROLLS  6PCS",4,PACK,4.99,1.00,5.99
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",C0002,"FFS 70/30 Mozz Ched (Grated)  6x1.8kg",8,CASE,47.99,0.00,47.99
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",C0042,"(PACK) GRATED RED CHEDDAR 2KG",1,PACK,11.99,0.00,11.99
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",F0005,"Super Crunch Chips 12mm  7/16  4x2.25Kg",10,CASE,12.99,0.00,12.99
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",F0301,"LEDUC BREADED MOZZARELLA STICKS 6X1KG",1,CASE,37.99,0.00,37.99
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",F3205,"Pack 12mm  Delightful Diced Chicken 2.5KG",4,PACK,12.99,0.00,12.99
INV-242247,2024-09-09,C34908,"TASTE PIZZA (WHITBURN)",F3256,"GARLIC  PARSLEY SPREAD 1.5KG",1,EACH,9.99,0.00,9.99
INV-243582,2024-09-18,C34908,"TASTE PIZZA (WHITBURN)",B01009,"Euro Fanta Orange Cans 24x330ml",1,CASE,8.95,1.79,10.74
INV-243582,2024-09-18,C34908,"TASTE PIZZA (WHITBURN)",B02001,"6x 1.5 ltr Coca Cola Bottles",4,CASE,6.99,1.40,8.39
INV-243582,2024-09-18,C34908,"TASTE PIZZA (WHITBURN)",B02004,"6x 2ltr  IRN BRU BOTTLES",1,CASE,9.99,2.00,11.99
INV-243582,2024-09-18,C34908,"TASTE PIZZA (WHITBURN)",B03140,"GB Red Bull Original Energy Drink 24x250ML",1,CASE,19.99,4.00,23.99
INV-243582,2024-09-18,C34908,"TASTE PIZZA (WHITBURN)",G1034,"FRESH YEAST (BLOCK) 1KG",1,EACH,2.99,0.00,2.99
INV-243582,2024-09-18,C34908,"TASTE PIZZA (WHITBURN)",N2008,"TT10  INFINITY LARGE EPP BOXES  220pc",1,CASE,20.99,4.20,25.19
INV-243582,2024-09-18,C34908,"TASTE PIZZA (WHITBURN)",N3010,"12"" F/COLOUR  PIZZA BOXES 90PCS",3,CASE,10.99,2.20,13.19
INV-243582,2024-09-18,C34908,"TASTE PIZZA (WHITBURN)",N3017,"18""  F/COLOUR  PIZZA BOXES 45PCS",3,CASE,19.99,4.00,23.99
INV-243582,2024-09-18,C34908,"TASTE PIZZA (WHITBURN)",C0002,"FFS 70/30 Mozz Ched (Grated)  6x1.8kg",8,CASE,48.99,0.00,48.99
INV-243582,2024-09-18,C34908,"TASTE PIZZA (WHITBURN)",C0042,"(PACK) GRATED RED CHEDDAR 2KG",1,PACK,11.99,0.00,11.99
INV-243582,2024-09-18,C34908,"TASTE PIZZA (WHITBURN)",C2025,"FRESH MUSHROOM 1.2KG",1,TRAY,3.50,0.00,3.50
INV-243582,2024-09-18,C34908,"TASTE PIZZA (WHITBURN)",F0005,"Super Crunch Chips 12mm  7/16  4x2.25Kg",12,CASE,12.99,0.00,12.99
INV-243582,2024-09-18,C34908,"TASTE PIZZA (WHITBURN)",F0301,"LEDUC BREADED MOZZARELLA STICKS 6X1KG",2,CASE,37.99,0.00,37.99
INV-243582,2024-09-18,C34908,"TASTE PIZZA (WHITBURN)",F0315,"MCCAIN CHILLI PEPPER  CHEESE NUGGETS 6X1KG",1,CASE,44.99,0.00,44.99
INV-243582,2024-09-18,C34908,"TASTE PIZZA (WHITBURN)",F2223,"SLICED DONER KEBAB MEAT  2.27Kg",2,TUB,10.99,0.00,10.99
INV-243582,2024-09-18,C34908,"TASTE PIZZA (WHITBURN)",F3015,"DF  Poppin Chicken Popcorn  1KG",6,PACK,6.99,0.00,6.99
INV-243582,2024-09-18,C34908,"TASTE PIZZA (WHITBURN)",F3205,"Pack 12mm  Delightful Diced Chicken 2.5KG",1,PACK,13.99,0.00,13.99
INV-243582,2024-09-18,C34908,"TASTE PIZZA (WHITBURN)",F3210,"SUPERTOPS PEPPERONI SLICE 1KG",12,PACK,9.39,0.00,9.39
INV-243582,2024-09-18,C34908,"TASTE PIZZA (WHITBURN)",F3256,"GARLIC  PARSLEY SPREAD 1.5KG",1,EACH,9.99,0.00,9.99
INV-244766,2024-09-25,C34908,"TASTE PIZZA (WHITBURN)",B02004,"6x 2ltr  IRN BRU BOTTLES",1,CASE,10.99,2.20,13.19
INV-244766,2024-09-25,C34908,"TASTE PIZZA (WHITBURN)",B02006,"6x 2LTR DIET IRN BRU BOTTLES",1,CASE,9.99,2.00,11.99
INV-244766,2024-09-25,C34908,"TASTE PIZZA (WHITBURN)",G1034,"FRESH YEAST (BLOCK) 1KG",1,EACH,2.99,0.00,2.99
INV-244766,2024-09-25,C34908,"TASTE PIZZA (WHITBURN)",G2208,"SQ EASY  BBQ SAUCE 1LTR",10,BOTTLE,2.29,0.00,2.29
INV-244766,2024-09-25,C34908,"TASTE PIZZA (WHITBURN)",G3310,"(SMALL) SWEETCORN KERNALS 12X340G",1,CASE,8.99,0.00,8.99
INV-244766,2024-09-25,C34908,"TASTE PIZZA (WHITBURN)",G3314,"12x850g Pizza Cut Pineaple Peices",1,CASE,18.99,0.00,18.99
INV-244766,2024-09-25,C34908,"TASTE PIZZA (WHITBURN)",N3010,"12"" F/COLOUR  PIZZA BOXES 90PCS",3,CASE,11.99,2.40,14.39
INV-244766,2024-09-25,C34908,"TASTE PIZZA (WHITBURN)",N3067,"LW SIDE ORDER BOXES (CHIPS BOX) 100PCS",1,CASE,8.99,1.80,10.79
INV-244766,2024-09-25,C34908,"TASTE PIZZA (WHITBURN)",N3302,"SFC0 (SMALL) CHICKEN BOXES 400PCS",1,CASE,14.99,3.00,17.99
INV-244766,2024-09-25,C34908,"TASTE PIZZA (WHITBURN)",N4009,"SPOONS  BIRCHWOOD WOODEN SPOONS (160MM/6.3",1,CASE,15.99,3.20,19.19
INV-244766,2024-09-25,C34908,"TASTE PIZZA (WHITBURN)",N6302,"BLUE CENTRE FEED ROLLS  6PCS",3,PACK,4.99,1.00,5.99
INV-244766,2024-09-25,C34908,"TASTE PIZZA (WHITBURN)",C0002,"FFS 70/30 Mozz Ched (Grated)  6x1.8kg",10,CASE,49.99,0.00,49.99
INV-244766,2024-09-25,C34908,"TASTE PIZZA (WHITBURN)",C2025,"FRESH MUSHROOM 1.2KG",1,TRAY,3.50,0.00,3.50
INV-244766,2024-09-25,C34908,"TASTE PIZZA (WHITBURN)",F0005,"Super Crunch Chips 12mm  7/16  4x2.25Kg",10,CASE,13.99,0.00,13.99
INV-244766,2024-09-25,C34908,"TASTE PIZZA (WHITBURN)",F0301,"LEDUC BREADED MOZZARELLA STICKS 6X1KG",1,CASE,39.99,0.00,39.99
INV-244766,2024-09-25,C34908,"TASTE PIZZA (WHITBURN)",F2223,"SLICED DONER KEBAB MEAT  2.27Kg",1,TUB,10.99,0.00,10.99
INV-244766,2024-09-25,C34908,"TASTE PIZZA (WHITBURN)",F3015,"DF  Poppin Chicken Popcorn  1KG",6,PACK,6.99,0.00,6.99
INV-244766,2024-09-25,C34908,"TASTE PIZZA (WHITBURN)",F3210,"SUPERTOPS PEPPERONI SLICE 1KG",4,PACK,9.99,0.00,9.99
INV-245951,2024-10-03,C34908,"TASTE PIZZA (WHITBURN)",B01001,"EU COCA COLA CANS   24xX330ml",1,CASE,8.99,1.80,10.79
INV-245951,2024-10-03,C34908,"TASTE PIZZA (WHITBURN)",B01008,"Fanta Orange Cans (GB) 24x330ml",1,CASE,8.95,1.79,10.74
INV-245951,2024-10-03,C34908,"TASTE PIZZA (WHITBURN)",B02001,"6x 1.5 ltr Coca Cola Bottles",4,CASE,6.99,1.40,8.39
INV-245951,2024-10-03,C34908,"TASTE PIZZA (WHITBURN)",B02002,"6x 1.75 Ltr Diet Coke Bottles",1,CASE,10.99,2.20,13.19
INV-245951,2024-10-03,C34908,"TASTE PIZZA (WHITBURN)",B02004,"6x 2ltr  IRN BRU BOTTLES",1,CASE,9.99,2.00,11.99
INV-245951,2024-10-03,C34908,"TASTE PIZZA (WHITBURN)",B02006,"6x 2LTR DIET IRN BRU BOTTLES",1,CASE,9.99,2.00,11.99
INV-245951,2024-10-03,C34908,"TASTE PIZZA (WHITBURN)",B03142,"(euro) Red Bull Original Energy  24x250ml",1,CASE,16.99,3.40,20.39
INV-245951,2024-10-03,C34908,"TASTE PIZZA (WHITBURN)",G1034,"FRESH YEAST (BLOCK) 1KG",1,EACH,2.99,0.00,2.99
INV-245951,2024-10-03,C34908,"TASTE PIZZA (WHITBURN)",G3310,"(SMALL) SWEETCORN KERNALS 12X340G",1,CASE,8.99,0.00,8.99
INV-245951,2024-10-03,C34908,"TASTE PIZZA (WHITBURN)",N3010,"12"" F/COLOUR  PIZZA BOXES 90PCS",3,CASE,10.99,2.20,13.19
INV-245951,2024-10-03,C34908,"TASTE PIZZA (WHITBURN)",N6302,"BLUE CENTRE FEED ROLLS  6PCS",2,PACK,4.99,1.00,5.99
INV-245951,2024-10-03,C34908,"TASTE PIZZA (WHITBURN)",C0002,"FFS 70/30 Mozz Ched (Grated)  6x1.8kg",10,CASE,48.99,0.00,48.99
INV-245951,2024-10-03,C34908,"TASTE PIZZA (WHITBURN)",C2025,"FRESH MUSHROOM 1.2KG",1,TRAY,3.50,0.00,3.50
INV-245951,2024-10-03,C34908,"TASTE PIZZA (WHITBURN)",F0005,"Super Crunch Chips 12mm  7/16  4x2.25Kg",10,CASE,12.99,0.00,12.99
INV-245951,2024-10-03,C34908,"TASTE PIZZA (WHITBURN)",F0301,"LEDUC BREADED MOZZARELLA STICKS 6X1KG",1,CASE,37.99,0.00,37.99
INV-245951,2024-10-03,C34908,"TASTE PIZZA (WHITBURN)",F0315,"MCCAIN CHILLI PEPPER  CHEESE NUGGETS 6X1KG",1,CASE,44.99,0.00,44.99
INV-245951,2024-10-03,C34908,"TASTE PIZZA (WHITBURN)",F2223,"SLICED DONER KEBAB MEAT  2.27Kg",2,TUB,10.99,0.00,10.99
INV-245951,2024-10-03,C34908,"TASTE PIZZA (WHITBURN)",F3210,"SUPERTOPS PEPPERONI SLICE 1KG",12,PACK,9.39,0.00,9.39
INV-246565,2024-10-07,C34908,"TASTE PIZZA (WHITBURN)",B01001,"EU COCA COLA CANS   24xX330ml",2,CASE,8.99,1.80,10.79
INV-246565,2024-10-07,C34908,"TASTE PIZZA (WHITBURN)",B01002,"Diet Coke Cans-(GB)-24x330ml",1,CASE,8.95,1.79,10.74
INV-246565,2024-10-07,C34908,"TASTE PIZZA (WHITBURN)",B01004,"Irn Bru Cans-24x330ml",2,CASE,9.49,1.90,11.39
INV-246565,2024-10-07,C34908,"TASTE PIZZA (WHITBURN)",B01006,"Diet Irn Bru Cans-24x330ml",1,CASE,9.49,1.90,11.39
INV-246565,2024-10-07,C34908,"TASTE PIZZA (WHITBURN)",B01008,"Fanta Orange Cans (GB) 24x330ml",1,CASE,8.95,1.79,10.74
INV-246565,2024-10-07,C34908,"TASTE PIZZA (WHITBURN)",B01027,"(GB) Pepsi Regular Cola Cans 24x330ml",1,CASE,8.99,1.80,10.79
INV-246565,2024-10-07,C34908,"TASTE PIZZA (WHITBURN)",B02002,"6x 1.75 Ltr Diet Coke Bottles",1,CASE,10.99,2.20,13.19
INV-246565,2024-10-07,C34908,"TASTE PIZZA (WHITBURN)",B02004,"6x 2ltr  IRN BRU BOTTLES",1,CASE,9.99,2.00,11.99
INV-246565,2024-10-07,C34908,"TASTE PIZZA (WHITBURN)",B02006,"6x 2LTR DIET IRN BRU BOTTLES",1,CASE,9.99,2.00,11.99
INV-246565,2024-10-07,C34908,"TASTE PIZZA (WHITBURN)",G2302,"YEUNGS CURRY SAUCE MIX 4.5Kg",1,TUB,16.99,0.00,16.99
INV-246565,2024-10-07,C34908,"TASTE PIZZA (WHITBURN)",G3314,"12x850g Pizza Cut Pineaple Peices",1,CASE,18.99,0.00,18.99
INV-246565,2024-10-07,C34908,"TASTE PIZZA (WHITBURN)",G5110,"NUTELLA (CATERING JAR)  3KG",1,TUB,19.99,0.00,19.99
INV-246565,2024-10-07,C34908,"TASTE PIZZA (WHITBURN)",N1064,"GP 10X10 WHITE PAPER BAGS 1000PCS",1,PACK,15.99,3.20,19.19
